term,count_a,count_b,log_odds,z
saúde,9654,1401,1.5848171038718508,55.4337007529736
coronavírus,7399,1110,1.5503493075455843,48.16593998555046
covid-19,9380,2223,1.0933701257075388,46.35045928123906
disse,6949,1089,1.5064141927991024,46.22184317673293
pandemia,5441,783,1.5909221649238638,41.623333534028525
casos,4767,484,1.9395450535315364,40.65633580375644
ministério,4726,636,1.657622991713236,39.24649140168414
nesta,4094,743,1.3580352913307179,34.05602010636254
ministro,4529,1109,1.058443015609381,31.59173998629014
mortes,3213,554,1.4088260362099359,30.624798981684748
novo,4769,1288,0.9604383674850121,30.58536946222608
estados,3720,901,1.069020906012141,28.790826579975896
doses,2182,198,2.050369882053749,27.625734951159888
afirmou,2390,340,1.6007679975557627,27.61793372772156
segundo,5052,1644,0.7738942127038735,27.255713538382565
país,5267,1813,0.7177040108534687,26.357869428188014
decisão,2193,322,1.5690207540736507,26.291353963940487
hoje,4713,1656,0.6969184250724387,24.396431060412887
medidas,1819,280,1.5215806303481472,23.70232762390873
informou,1643,185,1.8342054368338152,23.65239972090839
vacinação,2226,482,1.1804417200472272,23.496879853521023
estado,3997,1349,0.7369862674838483,23.405574628274916
anunciou,1538,146,2.004865728567891,23.151682055251182
nacional,3253,993,0.8372423844967987,23.092965054148703
câmara,1785,336,1.3203191678722952,22.202556016483033
dose,1413,165,1.7976638120124306,21.851435577534875
doença,2226,559,1.032164599756987,21.81765875513572
cpi,1384,157,1.826611243442981,21.690784508681
contra,6577,2854,0.48597146776511124,21.680706747759817
novos,1374,157,1.8193528048603165,21.596585658705635
presidente,9435,4509,0.3898173745948581,21.53173248146481
número,2880,904,0.8091870554040019,21.225397404300374
comissão,1293,142,1.8589634143898648,21.028208342478404
federal,5527,2336,0.5121026743616843,20.751277000756527
paulo,4469,1758,0.5837212465034156,20.733933662872733
quarta-feira,1387,213,1.5236946942415317,20.70499080262601
agência,1531,285,1.3313154071751079,20.63667417307813
início,1750,394,1.1412011828110709,20.465468184365587
dados,2496,756,0.8447536099951671,20.348874015911708
governo,6610,2977,0.4486851199023958,20.327831644785757
segunda-feira,1445,271,1.3238273882680307,19.99853919975109
registrou,1143,69,2.457270079216835,19.82344033749529
pacientes,1715,410,1.081153925722992,19.666929981146204
sexta-feira,1322,243,1.3438607231741226,19.25412371274624
óbitos,1167,174,1.55310319098166,19.112041367565606
quinta-feira,1270,226,1.3762365079409689,19.063023028599034
terça-feira,1287,238,1.3377999693078433,18.960158992834085
autoridades,1237,225,1.354321750434531,18.68670422230883
24,1575,385,1.0588374951912565,18.62416125084547
média,1066,146,1.6379768081329038,18.562001140930718
medida,1262,250,1.2689670372415476,18.330810224267953
capital,1236,247,1.2602070500937677,18.081591814790606
países,1763,496,0.9182924977995803,18.067314411359245
unidos,2101,668,0.7960452228100197,17.921742612456498
supremo,1801,521,0.890446119322089,17.900112443886293
dias,3434,1371,0.5685853010590094,17.797914551799185
união,1280,279,1.1733667260371883,17.759244687449698
municípios,933,119,1.7091177001880036,17.55880074803276
secretaria,1070,196,1.3471858230549625,17.339647055165482
últimas,879,97,1.8538759657907224,17.328320655091172
total,1324,315,1.0858022465190693,17.3207387931129
secretário,875,95,1.8701461304075746,17.313160927503617
variante,868,95,1.862109273089028,17.231954246622205
instituto,1376,343,1.0391784007816378,17.219234179614247
ontem,1594,447,0.9214699677491138,17.21716713553372
senado,1205,267,1.1569086364943706,17.10414212856148
crise,1019,183,1.366952059011754,17.026448537798284
senador,1193,275,1.1173630033180233,16.704157888931583
leitos,788,78,1.9625238092435557,16.534534656093403
testes,1053,218,1.224762385734624,16.460010316827134
vigilância,838,116,1.6272010078700339,16.426111968617505
pasta,768,68,2.0739940900429303,16.39339886676702
partido,2236,805,0.6717279459699563,16.342605109714036
aumento,1140,268,1.0976742796507937,16.16958620532585
inquérito,736,75,1.9334397368302874,15.952042510019702
vacina,3704,1625,0.4742446149952677,15.938330468476492
semanas,835,134,1.4793571610899843,15.897217270523104
sábado,954,191,1.2582022605773737,15.872613478597023
confirmados,742,41,2.545401278713113,15.867905091337052
pedido,1373,392,0.9034185294657329,15.776098221202886
seis,820,131,1.4838634317680803,15.771060753495288
cerca,1295,355,0.9440555238343,15.758315373001473
levantamento,720,77,1.885134429566099,15.723547660124582
sanitária,820,139,1.4245834652236038,15.531259037229882
novas,968,209,1.1827063279779964,15.506309703434924
organização,1241,340,0.9446112665972475,15.431847572249769
eduardo,1086,271,1.0379764777975398,15.286355588386149
economia,1063,264,1.042730375490314,15.163943390300055
uol,1544,500,0.7774674076049317,15.109636656585153
tribunal,2596,1057,0.5486674918890673,15.03751013075584
unido,740,120,1.4688652355131335,14.92640388931485
isolamento,886,189,1.1947377264285546,14.911660539758394
íntegra,654,36,2.549125248788827,14.892379349326497
reino,770,136,1.3834566731289621,14.874085485586855
milhões,3326,1475,0.4633382259086458,14.811213135020765
imunização,727,119,1.4595014144437082,14.7596522462393
pediu,876,194,1.157265545894277,14.584907047544554
uti,650,86,1.6722723013735061,14.574601243330982
estaduais,618,73,1.785647097890397,14.429100193973854
astrazeneca,597,41,2.327873467434979,14.420420063435824
