term,count_a,count_b,log_odds,z
saúde,10034,1399,1.5149372222361572,53.083778574230045
coronavírus,8286,1107,1.55683606494914,48.65066251045046
covid-19,10609,2215,1.1107305289147646,47.54686537819325
nesta,6722,743,1.7457554630162342,45.155933884913054
pandemia,6423,783,1.6475968299419002,43.52674282919269
disse,6554,1088,1.3386116382406517,40.8903195911502
casos,5001,485,1.8757422071926921,39.4410679226873
hoje,7094,1660,0.9950888269119353,36.497181975703555
ministério,4683,636,1.538657282378102,36.409993353823694
afirmou,3598,339,1.9039045805624966,33.51188104590862
novo,5516,1286,0.9981663287249223,32.23433081189902
segundo,6012,1643,0.8392432233881273,30.147036642336563
mortes,3408,555,1.356369979452615,29.63233475526409
estados,4019,901,1.0367858649534325,28.127425460462227
país,6002,1815,0.7378444462983618,27.544320912557023
doses,2385,197,2.0348967138884477,27.450597831231207
ministro,4136,1109,0.8576452266127017,25.36253280056826
doença,2851,556,1.1757724496533957,25.36159773313643
quarta-feira,1980,213,1.7704472318064912,24.552480735558195
segunda-feira,1962,272,1.5167469024629634,23.442970000476354
terça-feira,1886,238,1.6107534908788388,23.416359558415436
decisão,2058,323,1.3926818433696964,23.270307178077843
estado,4401,1350,0.7230322003265082,23.23966538219007
medidas,1951,280,1.4821236617386795,23.192588765451873
quinta-feira,1810,225,1.625756295435406,22.999187852647275
informou,1709,185,1.764050082700849,22.792320023261755
sexta-feira,1820,243,1.554296854784325,22.757848861199513
paulo,5194,1758,0.6247241786295454,22.64096167544358
anunciou,1592,146,1.9298341372104035,22.318078240888344
ontem,2179,448,1.1226336812618944,21.64112551368606
vacinação,2250,480,1.085718772578014,21.59492993944027
cpi,1511,156,1.8113108196932872,21.5393435815958
dose,1517,164,1.765262438953723,21.475942193511777
nacional,3373,994,0.7628388746603827,21.137052081346702
câmara,1837,336,1.2394760886715046,20.889986186123835
dados,2784,755,0.8458128593086354,20.61315754416845
novos,1392,157,1.722818087716786,20.464245847102312
início,1929,394,1.129108504813944,20.42349512048886
neste,1871,393,1.101086679831119,19.84363518712362
número,3011,905,0.7429747274376002,19.59902101929202
contra,6960,2848,0.4349866834784759,19.55514214600462
partido,2793,809,0.7799132798962889,19.53378690279123
agência,1581,284,1.2574258986167521,19.510786594539155
federal,5935,2333,0.47500662306407015,19.438732057333425
óbitos,1321,174,1.567602755115237,19.43804901567561
comissão,1256,142,1.7203527078058594,19.431969289258312
total,1627,315,1.1825091717726925,19.210335525121373
pacientes,1827,410,1.0348991436029635,18.937854733724297
24,1774,388,1.0606002282948293,18.92436665486249
capital,1413,247,1.2845978636211735,18.626893038559082
registrou,1079,69,2.2900651080305723,18.44343677404228
autoridades,1320,225,1.309763378555048,18.159977700205513
medida,1379,251,1.244152896424799,18.130363355069555
dias,3837,1372,0.5693597196507287,18.100219036443924
últimas,1038,97,1.9107117246869807,17.99709596683299
média,1113,146,1.5716117359409099,17.855408162925677
sábado,1209,190,1.3909600430767606,17.824028524375
supremo,1976,522,0.8717755335754518,17.714981420943758
unidos,2295,668,0.7748704710595415,17.625668290780062
cerca,1574,355,1.0297789384723428,17.5266807829411
países,1898,496,0.8825699500879223,17.501678977955876
união,1388,279,1.1448816493399923,17.450037769105297
ainda,4275,1641,0.49842518656412516,17.163637936344806
crise,1131,182,1.3672443392532205,17.119509232384942
semanas,993,134,1.5432280350279708,16.76909817772145
variante,910,94,1.8104441255876065,16.711831677870858
municípios,953,119,1.620809658481826,16.671359955975767
governo,6747,2975,0.3600241991170403,16.35887107543171
pasta,835,68,2.0481579507950896,16.242279770519936
confirmados,845,41,2.5659337939489726,16.04720840414109
testes,1124,218,1.1805174895354904,15.952039872960261
acordo,2980,1069,0.5659055623947111,15.873355629339766
instituto,1404,342,0.952699412290885,15.799225329193224
isolamento,1042,189,1.2474853183531822,15.779063473002203
leitos,799,78,1.8668737345044644,15.738431320099435
secretário,825,95,1.701750092173083,15.707657171477148
secretaria,1051,196,1.219718354996024,15.677087719066591
uol,1750,500,0.7932590129702755,15.643410299339765
vigilância,854,115,1.5452589224215973,15.557297950335073
senado,1205,267,1.0473596165867365,15.484531082850438
organização,1370,339,0.9369774964905373,15.446273167056322
meses,1593,437,0.8338998008567309,15.442536990281582
estaduais,756,73,1.877774023832071,15.322010909908595
levantamento,761,78,1.8181235283397905,15.293523372270812
novas,1048,209,1.1526290281910967,15.215446626198151
aumento,1181,266,1.0309802494745286,15.191086887452727
inquérito,737,74,1.8387044897353988,15.079191159831963
anvisa,1015,203,1.149746848161481,14.954396593733536
tribunal,2867,1058,0.5375332385085914,14.943209226900825
região,1410,374,0.8674938897753961,14.914863002273158
economia,1155,264,1.0162521982176838,14.897393879997406
seis,836,131,1.3936755100433738,14.832074558204155
domingo,1305,331,0.912219159135959,14.822872125942485
sanitária,850,138,1.358232342309086,14.799890262133708
coletiva,691,65,1.9038970215395885,14.676045899104421
íntegra,700,36,2.5076153667825194,14.675057024082454
pazuello,684,59,1.990550976778648,14.671248897324515
desta,1677,504,0.7426333927416513,14.619484268397992
desde,3320,1303,0.47598408546285054,14.560393645937166
unido,790,120,1.4247616404929033,14.542589910411664
